word,level,frequency_ranking,pos,pinyin,definitions
定义,7,4821,noun,dìng yì,definition
定做,7,14932,verb,dìng zuò,to have something made to order
丢,5,1655,verb,diū,to lose | to put aside | to throw
丢掉,7,7268,verb,diū diào,to lose | to throw away | to discard | to cast away
丢脸,7,9491,verb,diū liǎn,to lose face
丢弃,7,12126,verb,diū qì,to discard | to abandon
丢人,7,8878,verb,diū rén,to lose face
丢三落四,6,57241,adjective,diū sān là sì,forgetful
丢失,7,6608,verb,diū shī,to lose; to misplace
东,1,1509,noun,dōng,east | host (i.e. sitting on east side of guest) | landlord
东北,2,6344,noun,dōng běi,northeast
东奔西走,7,54249,idiom,dōng bēn xī zǒu,to run this way and that (idiom); to rush about busily
东边,1,16314,noun,dōng bian,east | east side | eastern part
东部,3,5067,noun,dōng bù,the east | eastern part
东道主,7,35077,noun,dōng dào zhǔ,host | official host (e.g. venue for games or a conference)
东方,2,5137,noun,dōng fāng,east
东南,2,10838,noun,dōng nán,southeast
东西,1,226,noun,dōng xī | dōng xi,east and west | thing | stuff | person
东张西望,7,34585,idiom,dōng zhāng xī wàng,to look in all directions (idiom)
冬,3,5272,noun,dōng,winter | (onom.) beating a drum | rat-a-tat
冬季,4,6769,noun,dōng jì,winter
冬天,2,3291,noun,dōng tiān,winter
董事,7,7964,noun,dǒng shì,board member
董事会,7,3580,noun,dǒng shì huì,board of directors
董事长,7,10696,noun,dǒng shì zhǎng,chairman of the board of directors
懂,2,669,verb,dǒng,to understand | to comprehend
懂得,2,2899,verb,dǒng de,to understand; to know; to comprehend
懂事,7,10408,idiom,dǒng shì,to grow beyond the naivete of childhood; to be aware of what is going on in the world
动,1,588,adjective,dòng,(of sth) to move
动不动,7,15977,noun,dòng bu dòng,"(typically followed by 就) apt to (lose one's temper, catch a cold etc) | at the drop of a hat"
动弹,7,14882,verb,dòng tan,to budge
动荡,7,15320,noun,dòng dàng,unrest (social or political) | turmoil | upheaval | commotion
动感,7,11247,noun,dòng gǎn,sense of movement (often in a static work of art) | dynamic | lifelike
动工,7,17779,verb,dòng gōng,to start (a building project)
动画,6,8737,noun,dòng huà,animation | cartoon
动画片,4,10899,noun,dòng huà piàn,animated film
动机,5,4386,noun,dòng jī,motive; motivation
动静,7,7275,noun,dòng jìng,(detectable) movement | (sign of) activity | movement and stillness
动力,3,2740,noun,dòng lì,motive power | force | (fig.) motivation | impetus
动脉,7,5572,noun,dòng mài,artery
动人,3,7579,adjective,dòng rén,touching | moving
动身,7,15560,verb,dòng shēn,to go on a journey | to leave
动手,5,3357,verb,dòng shǒu,to set about (a task) | to hit | to punch | to touch
动态,5,6636,noun,dòng tài,movement | motion | development | trend | dynamic (science)
动听,7,13115,adjective,dòng tīng,pleasant to listen to
动物,2,1438,noun,dòng wù,animal
动物园,2,9030,noun,dòng wù yuán,zoo
动向,7,13442,noun,dòng xiàng,trend; tendency
动摇,4,8871,verb,dòng yáo,to sway | to waver | to rock | to rattle | to destabilize | to pose a challenge to
动用,7,8160,verb,dòng yòng,to utilize | to put sth to use
动员,5,10037,verb,dòng yuán,to mobilize
动作,1,1418,noun,dòng zuò,movement; motion; action
冻,5,3883,verb,dòng,to freeze
冻结,7,8844,verb,dòng jié,to freeze (water etc)
栋,7,3370,noun,dòng,classifier for houses or buildings | ridgepole (old)
栋梁,7,46500,noun,dòng liáng,ridgepole | ridgepole and beams | person able to bear heavy responsibility | mainstay (of organization) | pillar (of state)
洞,5,2225,noun,dòng,cave | hole | zero (unambiguous spoken form when spelling out numbers)
洞穴,6,12289,noun,dòng xué,cave | cavern
都,1,25,adverb,dōu | dū,all; both; entirely | already | (not) at all
都会,7,4120,noun,dū huì,city | metropolis
都市,6,5804,noun,dū shì,city; metropolis
兜,7,6727,noun,dōu,pocket | bag | combat armor (old)
兜售,7,19665,verb,dōu shòu,to hawk | to peddle
抖,7,6478,verb,dǒu,to tremble | to shake out | to reveal | to make it in the world
陡,7,20491,adjective,dǒu,steep | precipitous
陡峭,6,28114,adjective,dǒu qiào,precipitous
斗,7,2960,noun,dòu | dǒu,dry measure for grain equal to ten 升 or one-tenth of a 石 | decaliter | peck | cup or dipper shaped object
斗争,6,2672,noun,dòu zhēng,a struggle | fight | battle
斗志,7,11589,noun,dòu zhì,will to fight | fighting spirit
豆腐,4,6407,noun,dòu fu,tofu | bean curd
豆浆,7,20620,noun,dòu jiāng,soy milk
豆制品,5,37535,noun,dòu zhì pǐn,legume-based product | soybean product
豆子,7,13765,noun,dòu zi,bean | pea
逗,7,4825,verb,dòu,to tease (playfully); to entice | to stay; to sojourn
督促,7,15561,verb,dū cù,to supervise and urge completion of a task | to urge on
毒,5,1958,noun,dú,poison | poisonous | narcotics
毒品,6,3565,noun,dú pǐn,drugs | narcotics | poison
独,7,3635,adverb,dú,alone | only
独裁,6,17264,noun,dú cái,dictatorship
独唱,7,22679,noun,dú chàng,(in singing) solo
独家,7,6451,noun,dú jiā,exclusive
独立,4,1876,adjective,dú lì,independent
独立自主,7,26162,noun,dú lì zì zhǔ,independent and autonomous (idiom); self-determination
独身,7,23623,noun,dú shēn,unmarried | single
独特,4,3375,adjective,dú tè,unique; distinctive
独一无二,7,8494,idiom,dú yī wú èr,unique and unmatched (idiom); unrivalled | nothing compares with it
独自,4,3634,adverb,dú zì,alone
读,1,1013,noun,dòu | dú,comma | phrase marked by pause
读书,1,3285,verb,dú shū,to read a book | to study | to attend school
读音,2,28795,noun,dú yīn,pronunciation | literary (rather than colloquial) pronunciation of a Chinese character
读者,3,4369,noun,dú zhě,reader
堵,4,3782,verb,dǔ,"to block up (a road, pipe etc) | to stop up (a hole)"
堵车,4,10563,noun,dǔ chē,traffic jam
堵塞,7,9777,verb,dǔ sè,to clog up
赌,6,2992,verb,dǔ,to bet | to gamble
赌博,6,5072,verb,dǔ bó,to gamble
妒忌,7,13608,verb,dù jì,to be jealous of (sb's achievements etc) | to be envious
杜绝,7,19250,verb,dù jué,to put an end to
肚子,4,2763,noun,dù zi,belly | abdomen | stomach
度,2,925,verb,duó | dù,to pass | to spend (time) | to estimate
度过,4,2905,verb,dù guò,to pass | to spend (time) | to survive | to get through
度假,7,5431,verb,dù jià,to go on holidays | to spend one's vacation
渡,6,6175,verb,dù,to cross | to pass through | to ferry
渡过,7,9731,verb,dù guò,to cross over | to pass through
端,6,2412,noun,duān,end | extremity | item | port | start | origin
端午节,6,56867,noun,Duān wǔ jié,Dragon Boat Festival (5th day of the 5th lunar month)
端正,7,16934,adjective,duān zhèng,upright | regular | proper | correct
短,2,983,adjective,duǎn,short | brief
短处,3,32713,noun,duǎn chù,shortcoming | defect | fault | one's weak points
短促,6,34131,noun,duǎn cù,short in time | gasping (breath) | curt (tone of voice)
短裤,3,9325,noun,duǎn kù,short pants | shorts
短片,6,11071,noun,duǎn piàn,short film | video clip
短期,3,5844,noun,duǎn qī,short term | short-term
短缺,7,11712,noun,duǎn quē,shortage
短信,2,1000000,noun,duǎn xìn,text message | SMS
短暂,7,5349,adjective,duǎn zàn,of short duration; brief; momentary
段,2,647,noun,duàn,"paragraph | section | segment | stage (of a process) | classifier for stories, periods of time, lengths of thread etc"
段落,7,24046,noun,duàn luò,phase | time interval | paragraph | (written) passage
断,3,1707,verb,duàn,to break | to snap | to cut off | to give up or abstain from sth | to judge
断定,7,13050,verb,duàn dìng,to conclude | to determine | to come to a judgment
断断续续,7,22968,noun,duàn duàn xù xù,intermittent | off and on | discontinuous | stop-go | disjointed | inarticulate
断绝,6,13974,verb,duàn jué,to sever; to break off
断裂,7,10375,noun,duàn liè,fracture | rupture
锻炼,4,3764,verb,duàn liàn,to toughen | to temper | to engage in physical exercise | to work out | to train oneself
堆,5,2915,verb,duī,to pile up | to heap up
堆积,6,15402,verb,duī jī,to pile up | to heap
堆砌,7,36363,adjective,duī qì,lit. to pile up (bricks)
队,2,422,noun,duì,squadron | team | group
队伍,6,1484,noun,duì wǔ,ranks | troops | queue | line | procession
队形,7,19755,noun,duì xíng,formation
队员,3,1688,noun,duì yuán,team member
队长,2,3177,noun,duì zhǎng,captain | team leader
对,1,28,noun,duì,right; correct | concerning; regarding | (bound form) opposite; facing; matching | classifier: couple; pair
对白,7,19070,noun,duì bái,dialogue (in a movie or a play)
对比,4,5260,verb,duì bǐ,to contrast
对不起,1,1577,interjection,duì bu qǐ,I'm sorry; excuse me; I beg your pardon
对策,7,9719,noun,duì cè,countermeasure for dealing with a situation
对称,7,13912,noun,duì chèn,symmetry | symmetrical
对待,3,2429,verb,duì dài,to treat
对得起,7,17263,verb,duì de qǐ,not to let sb down | to treat sb fairly
对方,3,1158,noun,duì fāng,the other person; the other side; the other party
对付,4,3169,verb,duì fu,to handle; to deal with; to tackle | to get by with; to make do
对话,2,3221,verb,duì huà,to talk (with sb)
对抗,6,4063,verb,duì kàng,to withstand | to resist | to stand off
对立,5,12725,verb,duì lì,to oppose | to set sth against | to be antagonistic to
对联,7,47502,noun,duì lián,rhyming couplet | pair of lines of verse written vertically down the sides of a doorway
对面,2,3939,noun,duì miàn,(sitting) opposite | across (the street)
对手,3,1603,noun,duì shǒu,opponent | rival | competitor | match
对外,6,6167,noun,duì wài,external | foreign
对象,3,1912,noun,duì xiàng,target; object | partner; boyfriend; girlfriend
对弈,7,43779,verb,duì yì,"to play go, chess etc"
对应,5,9540,verb,duì yìng,to correspond (to); to be equivalent to; to be a counterpart to
对于,4,490,adjective,duì yú,regarding; as far as (sth) is concerned; with regard to
对照,7,10916,verb,duì zhào,to contrast | to compare | to place side by side for comparison (as parallel texts) | to check
对峙,7,14325,verb,duì zhì,to stand opposite | to confront
对准,7,9531,verb,duì zhǔn,to aim at | to target | to point at | to be directed at
兑换,7,11279,verb,duì huàn,to convert | to exchange
兑现,7,7819,adjective,duì xiàn,(of a check etc) to cash
吨,5,4023,noun,dūn,ton (loanword)
敦促,7,23516,verb,dūn cù,to press | to urge | to hasten
敦厚,7,59499,adjective,dūn hòu,genuine | honest and sincere
蹲,6,3836,verb,dūn,to crouch | to squat | to stay (somewhere)
炖,7,6833,verb,dùn,to stew
顿,3,1617,verb,dùn,to stop | to pause | to arrange | to lay out | to kowtow | to stamp (one's foot)
顿时,7,13943,adverb,dùn shí,immediately | suddenly
多,1,80,adjective,duō,many; much
多半,6,10235,noun,duō bàn,most | mostly
多边,7,38438,noun,duō biān,multilateral
多次,4,4428,noun,duō cì,many times
多方面,6,22207,noun,duō fāng miàn,many-sided
多功能,7,25765,noun,duō gōng néng,multifunctional | multifunction
多久,2,2322,adverb,duō jiǔ,(of time) how long? | (not) a long time
多亏,7,12071,noun,duō kuī,thanks to
多劳多得,7,49146,noun,duō láo duō dé,work more and get more
多么,2,1940,adverb,duō me,how (wonderful etc)
多媒体,6,15310,noun,duō méi tǐ,multimedia
多年,4,4233,noun,duō nián,many years | longstanding
多年来,7,5576,idiom,duō nián lái,for the past many years
多少,1,526,noun,duō shǎo | duō shao,"number | amount | (phone number, student ID etc) what number?"
多数,2,4376,noun,duō shù,majority; most
多心,7,34807,adjective,duō xīn,oversensitive
多样,4,19807,adjective,duō yàng,diverse
多余,7,5739,noun,duō yú,superfluous | surplus
多元,7,49030,noun,duō yuán,poly- | multi- | multielement | multivariant | multivariate (math.)
多元化,6,15847,noun,duō yuán huà,diversification | pluralism
多云,2,4950,noun,duō yún,cloudy (meteorology)
多种,4,7142,noun,duō zhǒng,many kinds of; multiple; diverse; multi-
哆嗦,7,23415,verb,duō suo,to tremble | to shiver
夺,6,3462,verb,duó,to seize | to take away forcibly | to wrest control of | to compete or strive for | to force one's way through | to leave out | to lose
夺冠,7,8401,verb,duó guàn,to seize the crown | to win gold medal
夺魁,7,39965,verb,duó kuí,to seize | to win
夺取,6,8232,verb,duó qǔ,to seize | to capture | to wrest control of
躲,5,2378,verb,duǒ,to hide | to dodge | to avoid
躲避,7,7419,verb,duǒ bì,to hide | to evade | to dodge | to take shelter | to avoid (difficulties)
躲藏,7,16284,verb,duǒ cáng,to conceal oneself | to go into hiding | to take cover
堕落,7,8016,verb,duò luò,to degrade | to degenerate | to become depraved
舵手,7,28050,noun,duò shǒu,helmsman
朵,5,4920,noun,duǒ,"flower | earlobe | fig. item on both sides | classifier for flowers, clouds etc"
讹诈,7,40387,verb,é zhà,to extort under false pretenses | to blackmail | to bluff | to defraud
俄语,7,16273,noun,É yǔ,Russian (language)
鹅,7,7741,noun,é,goose
额外,7,6599,noun,é wài,extra | added | additional
厄运,7,15845,noun,è yùn,bad luck | misfortune | adversity
恶,7,3536,noun,wù | è | ě,evil
恶化,7,6138,verb,è huà,to worsen
恶劣,7,6454,adjective,è liè,vile | nasty | of very poor quality
恶心,4,2463,noun,ě xīn | è xīn,nausea | bad habit | vicious habit | vice
恶性,7,11199,noun,è xìng,malignant | vicious (circle) | producing evil | rapid (decline) | runaway (inflation)
恶意,7,6755,noun,è yì,malice | evil intention
饿,1,1477,verb,è,to be hungry | to starve (sb)
掠夺,7,12733,verb,lu:è duó,to plunder | to rob
略,7,5208,noun,lu:è,brief; sketchy | outline; summary | (bound form before a single-character verb) a bit; somewhat; slightly | plan; strategy
略微,7,20310,noun,lu:è wēi,a little bit
遏制,7,14933,verb,è zhì,to check | to contain | to hold back | to keep within limits | to constrain | to restrain
鳄鱼,7,10043,noun,è yú,alligator | crocodile
恩赐,7,21883,noun,ēn cì,favor
恩惠,7,21381,noun,ēn huì,favor | grace
恩情,7,31449,noun,ēn qíng,kindness | affection | grace | favor
恩人,6,21790,noun,ēn rén,a benefactor | a person who has significantly helped sb else
恩怨,7,12053,noun,ēn yuàn,gratitude and grudges | resentment | grudges | grievances
儿科,6,13080,noun,ér kē,pediatrics
